key,title,description,place,place2,place3
1281,Feature-independent neural coding of target detection during search of natural scenes,"Visual search requires humans to detect a great variety of target objects in scenes cluttered by other objects or the natural environment. It is unknown whether the brain contains a general purpose detection mechanism to code the presence of a wide variety of categories of objects embedded in natural scenes. We provide evidence for a feature-independent coding mechanism for detecting behaviorally relevant targets in natural scenes in the dorsal frontoparietal network. Pattern classifier using data from single-trial fMRI activity in the dorsal frontoparietal network reliably predicted the presence of 384 different target objects and also the observer's choices. IPS activity correlated with observers' decision confidence and with the task-difficulty of individual images. These results could not be explained based on physical differences across images or eye-movements. Thus, the dorsal frontoparietal network detects behaviorally relevant targets in natural scenes independent of the defining visual features and is akin to the priority map in monkey lateral intra-parietal cortex.",,,
1282,Querying and Mining Chemical Databases for Drug Discovery,"Drug discovery and development has exploded into a multi-billion dollar industry. Unfortunately, despite a steady increase in pharmaceutical research, the number of new drugs discovered has been, at best, flat. The low productivity of current approaches to drug discovery has been ascribed to a number of factors including limited focus to a single protein target and undesirable effects, such as toxicity, that are discovered too late in the discovery process. In this dissertation, I propose strategies to combat the low productivity of current drug-discovery techniques and show that by integrating the principles of statistical significance and diversity into the molecular analysis framework, we can accelerate the drug discovery rate. In the first part of my thesis, I explore the importance of mining statistically significant patterns from large collections of scientific data and demonstrate their utility in drug discovery. I show that over-represented subgraphs in molecular databases are correlated with biological activity and can be used to learn accurate classification models. Furthermore, statistically significant pharmacophoric patterns can be employed to predict the binding mechanisms between small molecules and protein targets. Finally, I show that mining discriminative subgraphs from protein-protein interaction networks allows us to learn the complex network-encoded logic functions that decide the clinical outcomes of diseases. In the second part of my thesis, I explore the importance of structural diversity in top-k queries, and develop index structures to answer such queries in a scalable manner. First, I explore the importance of modeling attractive and repulsive dimensions in molecular analysis and demonstrate their utility in going beyond traditional similarity or distance measures. Next, I show that diversity-aware top-k answer sets are informationally denser than traditional top-k answer sets. Overall, this thesis proposes core indexing and mining algorithms that extend the current state of the art in computer science research. Among the various applications of the developed algorithms, impact in the field of drug discovery acts as the unifying theme binding all of the chapters together. However, these methods are also applicable in other scientific domains such as software bug mining, analysis of communication graphs, social networks, sensor networks, and transportation networks.",,,
1283,Contact Dependent Growth Inhibition System of Uropathogenic Escherichia coli 536,"Bacteria utilize extracellular factors to interact with neighboring cells. Bacteria may secrete toxins that inhibit the growth of other bacteria in order to compete for nutrient and space availability. These signaling molecules can also modulate gene expression and surrounding cellular behavior. Signaling molecules act in long range signaling via secreted peptides and compounds, as in quorum sensing, or in the short range using extracellular proteins requiring contact to deliver their signal. Contact dependent growth inhibition (CDI) was originally discovered in an Escherichia coli strain that dominated the rat intestine. This strain, called EC93, was able to inhibit the growth of other laboratory strains of E. coli. CdiB and CdiA are essential for growth inhibition and an immunity protein confers protection to CDI. The CdiA C-terminus (CdiA-CT) encodes a toxin responsible for CDI. The outer membrane protein, BamA, and inner membrane drug pump, AcrB, are needed for target cell inhibition. CDI systems have been discovered in many species of bacteria, including uropathogenic E. coli 536 (UPEC 536). This dissertation covers several aspects of UPEC 536 CDI. The visualization of CdiA-CT peptide transfer into the cytoplasm of a target cell is shown for the first time. Although both the N-terminus (NT) and CT of CdiA are delivered to the surface of target cells, only CdiA-CT becomes intracellular. It is also demonstrated that the NT and the CT of CdiA are exposed on the surface of inhibitor cells. Mutations in both inhibitor cells and targets that affect inhibitory activity are then described. Attempts to make non-binding inhibitor and target cells are discussed. Unknown point mutants that are partially resistant to EC93 and UPEC 536 CDI are introduced. Point mutations in AcrB that may affect CdiA binding and/or transit of CdiA-CT are also shown. Furthermore, ClpXP and ClpAP protease expression in target cells is shown to be necessary for inhibition by UPEC 536. Finally, UPEC 536 inhibitors containing a CdiA-CT deletion and an inactive CdiA-CT mutant were found to be defective in early biofilm development.",,,
1284,These Are a Few of My Favorite Things: The Cultural Meaning of the Tree,"This dissertation analyzes the cultural meaning of the tree and the ways in which trees reflect and contribute to important discourses about nature and our relationship with the natural world. Although these discourses are often collectively identified as environmentalism, this all-encompassing term contains subtle but important differences that are occluded by the very language of environmentalism. The most important cultural ""location"" for this phenomenon is the tree, which is a metonym for nature. The tree, as representation, as idea, and as a physical organism, is deployed and understood in very different ways and for very different purposes. These differences are rendered invisible to many research methods because contemporary American culture treats trees with automatic hagiographic respect. Direct questioning, through survey research or traditional interviewing, will reveal only the superficial respect given to trees. More creative interview methods, along with a close reading of the way trees are treated in popular culture, reveal the divergent sensibilities that use arboreal language as a way to understand and give meaning to the relationship between humans and the physical world. Interviews were conducted in public urban and forested areas in California, Kansas, and New York and complemented by hermeneutic analysis of tree imagery in Christmas decorations, advertising, and landscape. Each interview revolved around the infamous 'If you were a tree, what kind of tree would you be?' question made popular by Barbara Walters. The methods, interviews and analysis employed reveal just how many faux-environmentalist sensibilities rely on the idea, image, and planting of trees. When the tree is worshiped, uncritically, as a balm for all the ills of the modern world, it denies ecological thinking. The romanticization of the tree is dangerous because it usurps trees from the plant kingdom and uses them to redecorate and remodel urban environments. Trees are a counter-narrative to modernity, but a failed counter-narrative, an evil detournement. Within these discourses, however, is another sensibility, suggesting ways that even a tree-based rhetoric can shift into a more holistic ecological approach that can eliminate the delineation of nature, as non-man, into a vision of an ecology that permeates the urban and rural Earth.",,,
1285,"Reproductive strategy, sexual signals, stress and immunity in two blackbird species: Relating variation in immune function to life-history strategies","Proper functioning of the immune system is critical to an organism's fitness, but the immune system is expensive to develop and maintain. Organisms thus have to balance the costs of parasites against the costs of immunity. I examined the relationships among immune function, corticosterone (CORT), reproductive strategy, sexual signals and stress in an avian brood-parasite, the brown-headed cowbird (Molothrus ater: ""cowbird""), and its close non-parasitic relative, the red-winged blackbird (Agelaius phoeniceus: ""redwing"") to understand how variation in immune function may reflect different life-history strategies. In chapter 1, I investigated the relationship between reproductive strategy and immunity in cowbirds and redwings during the breeding and non-breeding seasons. Female cowbirds had significantly reduced immune function compared to male cowbirds and female redwings during the breeding season, whereas there were no differences between these groups in the non-breeding season. Female redwings, in contrast, had significantly higher bactericidal capacity (BC) and similar swelling response to phytohemagglutinin (PHA) compared to male redwings during the breeding season. In conjunction with previous work, these results suggest that female cowbirds trade off current condition as a result of their heavy investment in current reproduction. In chapters 2 and 3, I examined the relationships between static signals and immunity in male cowbirds and redwings. Both species exhibited a significant negative relationship between the signal (song repertoire size in cowbirds and epaulet size in redwings) and BC. In cowbirds, CORT was positively correlated with song repertoire size, but was not related to BC, whereas in redwings, CORT was not related to epaulet size but was positively correlated with BC. BC is likely modulated by activity levels and social feedback based on signal expression. In Chapter 4, I studied the effect of acute stress on the BC of cowbirds. Male cowbirds exhibit a significant decline in BC following handling stress and the administration of exogenous CORT without an associated stress event, whereas female cowbirds exhibited no change in BC following either treatment. Both CORT and corticosteroid binding globulins increased significantly following the non-stressful administration of CORT, and these increases were similar in males and females.",,,
1286,"Money Can't Buy You Class: Cultural Capital, Etiquette, and the White Wedding","As a data source, the etiquette book has long been viewed as a repository of information about social practices and values. Etiquette literature has played a pivotal role in defining normative behavior. Furthermore, within an American context, these texts have been advertised as a means for achieving social distinction, establishing cultural capital, and fostering upward mobility. This study focuses on both the production of the etiquette book, as well as on the ways in which the rules of etiquette are applied and enacted in the realm of social ritual---specifically, within the ritual of the American white wedding. Through analysis of twelve etiquette books from the decade of the 1920s, a period when both these texts and the white wedding surged in popularity, I argue that authors function as cultural arbiters, utilizing specific rhetorical devices to establish their authority and legitimate the larger project of etiquette itself. In addition, I analyze the ways in which wedding etiquette both reflect and shape dominant notions of class, gender, and social status. Studying both the wedding and etiquette in conjunction can allow us to identify the implicit power dynamics, systems of domination, and hegemonic ideals that form the basis and underpinnings of both social institutions, and allow us to critically interrogate their function with American society.",,,
1287,UAV Data Mule Vehicle Routing Problems In Sparse Sensor Networks,"Recent advances in technology have enabled to the use of wireless sensor networks for environmental monitoring and surveillance. Wireless sensor networks are particularly beneficial for monitoring environments that are unsuitable for human presence, such as those arising in the monitoring of permafrost, volcanos, forest fires, and battlefields. Mobile agents called data mules can be used to enhance sensor networks by visiting individual sensors to collect measurements. In this thesis, the mobility of the data collector is exploited to mitigate energy depletion of the stationary nodes and allow for sparse deployments at the cost of additional data latency. This motivates us to seek efficient strategies for the mobile vehicle in order to alleviate this data latency. The policies developed here apply directly to an acoustic source localization problem in which the objective is to localize the source of a transient acoustic event using measurements from a group of unattended ground sensors. First we study the optimal sensor placement of acoustic time of arrival sensors for localization using techniques from information theory and optimization. A sparse sensor configuration is shown to be optimal when maximizing the expected determinant of the Fisher information matrix for truncated, radially-symmetric source distributions. Next, we use ideas from optimal sensor placement and optimal sensor selection to adaptively adjust the route of the data mule to minimize the time to localize events of interest. When the data mule is a small fixed wing unmanned aerial vehicle (UAV), this algorithm can be improved by including the kinematic constraints of the UAV and exploring the ability of the UAV to communicate with faraway sensors within its line of sight. Finally, we provide data mule routing policies for acoustic source localization over a large area involving many sources and sensors and analyze their performance.",,,
1288,The Tonology of Itoman Okinawan: A Phonological Analysis of the Nominal Tone System,"Itoman, one of the varieties spoken in the southern part of Okinawa Island, exhibits several tone patterns. Although the tone patterns of Itoman were examined in previous studies (Nakasone ms., Hattori 1959, Oshiro 1963, and Hirayama et al. 1966), they ended at the descriptive level, and no phonological accounts for the surface tone patterns were provided. Focusing on the nominal tone patterns, this study provides both phonetic and phonological accounts of the tone patterns of Itoman. To account for the tone patterns both phonetically and phonologically, I collected audio data during three fieldwork trips to Okinawa. Based on the analysis of the data, I found the following tone patterns: (i) falling, (ii) plateau with fall in a ga-form, (iii) plateau, and (iv) concave. In the autosegmental framework, I propose ten rules and their subrules, which systematically explain the four tone patterns of both monomorphemic and polymorphemic nouns.",,,
1289,Host Adaptation and Hypervirulence Among Emerging Bacterial Pathogens,"Infectious diseases continue to endanger global health with over 25% of world deaths attributed to communicable diseases. The ongoing trend towards globalization, coupled with the emergence of novel pathogens that are associated with an increased incidence and severity of disease, further exacerbates the risk of rapidly disseminating and potentially fatal infections. Salmonella species are endemically present throughout food and water supplies and pose a significant challenge to human and animal health as well as the livestock industry. Here we describe the potential role of the host in the emergence of new pathogenic strains, and its influence on the efficacy of antibiotics during infection. Analysis of a collection of Salmonella enterica human and animal isolates revealed that serovar Typhimurium human clinical isolates differed from animal isolates in both their maintenance of the Salmonella virulence plasmid (required for systemic virulence) and their ability to cause disease in mice, suggesting that Salmonella may experience specific host/niche selective pressures that result in human salmonellosis clinical isolates that are distinct from those of animal origin. Further characterization of Salmonella clinical isolates identified intraspecies variation in the ability to undergo pronounced increases in virulence during the infective process leading to the identification of hypervirulent Salmonella strains which are among the most virulent of the species. Adoption of the hypervirulent phenotype was rapid (and rapidly reversible) resulting in enhanced killing of both naive and vaccinated animals and was associated with increased cytotoxin production, host colonization and cytocidal activity. The mechanistic basis appears to be associated with altered virulence regulatory networks and metabolism coupled with the induction of an altered host immune cytokine response. To examine the influence of in vivo conditions on bacterial antibiotic resistance, salmonellae grown under conditions representative of the intracellular environment were challenged with clinically relevant antibiotics. Such conditions markedly altered the efficacy of trimethoprim resulting in high a level of bacterial resistance relative to that exhibited on laboratory medium. Molecular characterization of the diverse and dynamic survival strategies employed by salmonellae may lead to better approaches to the identification, prevention and treatment of emerging bacterial pathogens.",,,
1290,Development of Advanced Electrochemical Sensors for DNA Detection at the Point of Care,"In the post-genomic era, ever-advancing capabilities in DNA detection and analysis have become vital to the detection of infectious diseases and the diagnosis of genetic abnormalities and inheritable diseases. The benefit of such capabilities, however, has yet to reach patients outside of centralized facilities. There thus exists an increasing need to decentralize DNA detection methods and to administer such diagnostics at the ""point of care."" Electrochemical-based DNA sensors present a compelling approach, but have yet to deliver satisfactory sensitivity, specificity, miniaturization, and real-time monitoring capability to meet the demand of point-of-care diagnostics. Motivated by their potential and their current limitations, in this dissertation, we present a series of strategies that we have undertaken in order to address the key shortcomings of electrochemical DNA sensors and advance them toward point-of-care applications. First, we report a single-step, single reagent, label-free, isothermal electrochemical DNA sensor based on the phenomenon of enzyme catalyzed target recycling amplification. Using this technique, we achieve improved detection limit in comparison to hybridization-based sensors without amplification. We also demonstrate greater than 16-fold amplification of signal at low target concentrations. Next, we present a novel electrochemical DNA sensor that detects single-nucleotide mismatched targets with unprecedented ""polarity-switching"" responses. This ""bipolar"" sensor employs a surface-bound and redox-modified (methylene blue) DNA probe architecture, and outputs a decreased Faradaic current when hybridized to a perfectly matched (PM) target, but conversely reports an increased Faradaic current when hybridized to a single-base mismatched (SM) target. Third, we describe the microfluidic electrochemical dynamic allele specific hybridization (microE-DASH) platform for versatile and rapid detection of single-nucleotide polymorphisms. Implementing electrochemical-based melting curve analysis within the microfluidic device, this platform directly detects PCR amplicon-like targets and distinguishes perfectly matched target from single-base mismatched target and heterozygote combination of both targets in 20 minutes. Finally, we present the microfluidic electrochemical quantitative loop-mediated isothermal amplification (MEQ-LAMP) platform for rapid, sensitive, and quantitative detection of pathogen genomic DNA at the point of care. DNA amplification is electrochemically monitored in real time within a monolithic microfluidic device, enabling the detection of as few as 16 copies of Salmonella genomic DNA via a single-step process in under an hour.",,,
1291,The evanescence of perfection: Exploring the lietmotif of retroactive minimalism in al-Juwayni's political thought,"The lacuna of authority created with the collapse of government is a difficulty that is seldom addressed in Islamic political writings. Overwhelmingly, Islamic political writings either focus on issues of statecraft, such as found in the works of al-Mawardi (d. 450/1058) and al-Baqillani (d. 402/ 1013), or focus on advice for king as enunciated by Ibn al-Muqaffa (d. 139/756) and Niz&dotbelow;am al-Mulk (d. 485/1092). All of these writings presuppose a continuity of the state and thus do not offer any solutions for a weakened state that is precipitously tending towards collapse. However, one theologian and jurist, Abu Ma'ili al-Juwayni (d. 478/1085) undertakes this precise issue in his political treatise al-Ghiyath al-Umam (Savior of the Nations). Using al-Ghiyath al-Umam as an exposition of his political ideology, this study aims to elucidate both al-Juwayni's pronouncements on the role and objective of the Islamic community in the absence of government, and more generally, al-Juwayni's notion of politics that enables the continuity of coherent societal structures irrespective of the absence of government. What emerges from this close textual analysis is that although al-Juwayni constructs certain ideals with regards to government, he is willing to renege on certain criteria based on context and stability which preclude their fulfillment. As a result, al-Juwayni focuses less on specific rules and regulations with regards to government and focuses more on political values. The values which are central to his philosophy are allegiance, stability and cooperation, and all three work in tandem to create a legitimate state structure. By separating political values from politics proper, al-Juwayni is able to legitimize the absence of government by embodying his political virtues in a variety of social and religious institutions which continue. The result is that al-Juwayni's political thought, while offering a window into the historical context in which he is writing, is able to transcend his time to continue to be relevant in modern society.",,,
1292,"Time, Space and Delinquent Worlds in Four Cervantine Novellas: ""Rinconete y Cortadillo"", ""La ilustre fregona"", ""El Casamiento enganoso"", ""El coloquio de los perros""","This dissertation discusses the role of delinquency in four of Cervantes' Novelas ejemplares: Rinconete y Cortadillo, La ilustre fregona, El casamiento enganoso and El coloquio de los perros. The study's goals are 1): using Bakhtin's theory of the chronotope to establish various common uses of Time and Space related to delinquency in all four of the novellas to establish a Cervantine Chronotope of Delinquency, and 2): using a chronotopic analysis of the novellas to identify an exemplary message common to all four of them. Delinquency in this study is defined according to contemporary precepts. A delinquent is in fact someone who breaks the law, in the widest possible sense, i.e. secular or religious law (i.e. someone who acts against accepted moral precepts, a sinner, is also a delinquent in these terms). Immoral behavior, for instance seduction in general was punishable by law for both noble and commoner alike within the Spanish civil law of the time. Four common aspects of Time & Space related to delinquency were found: 1. Time: Everyday Time, Age, Decisive Points in Time and Apprenticeship. 2. Space: Social Status, Legitimizing Space, Apprenticeship, and Movement away from Delinquent Spaces. Furthermore, a common exemplary message was also found: free will is necessary to the redemption from a delinquent life, but a redeemed delinquent is not guaranteed a blessed life in perpetuity. One must continuously exercise free will to choose not to return to a reprobate's life.",,,
1293,Defectivity in Laterally Confined Lamella-Forming Diblock Copolymers: Thermodynamic and Kinetic Aspects,"We use self-consistent field theory (SCFT) to study the directed self-assembly of laterally confined diblock copolymers. We focus on systems where the self-assembled lamellae are oriented parallel to the selective sidewalls of the channel. While well-ordered, perfect lamellae are observed in narrow channels both experimentally and numerically, undesirable defective structures also emerge. We therefore investigate the energetics of two isolated defects, dislocations and disclinations, for various segregation strengths and channel dimensions and establish conditions that favor the formation of defects. We also determine the energy barrier and the transition path between the defective and perfect state using the string method. In the case of transitions from defective to well-ordered states, we found that only a few kT of energy is necessary to overcome the kinetic barrier and suppress the defect, sharply contrasting with the large gain in free energy (many tens of kT) that is necessary for the formation of the defect from the pristine state.",,,
1294,Fiction and Ordinary Heroes in the Service of the Nation A Cultural History of the French Resistance,"This interdisciplinary dissertation explores the intricate relationship between French cultural production, from 1940 to the present day, on the one hand, and the documented history of the French Resistance (1940-1944) on the other. This study examines the extent to which cinema, literature and television have impacted our understanding, or, more precisely, our ""vision"" of the Occupation years. This project thus investigates what fictions tell us about the lens(es) through which France has regarded her recent past, and demonstrates in the pathway of Pierre Nora how their sum constitutes ""a place of memory."" In studying the resilience of the last great French national myth and its evolution, this dissertation considers the democratization of the hero (male and female) in postwar fictions to determine to what degree certain stories contribute to the making of history and the shaping of national identity. As cultural mediums of all sorts consistently interact with one another, they contribute, through different means, to the same rehistoricizing and mythologizing process. This project thus offers a vision both panoramic and detailed on the topic at hand: it takes into consideration fictional representations of the French Resistance from a historical and literary point of view, and offers case studies of those deemed most influential. Chapter one offers to situate the cultural production under study as part of a ""national narrative"" dating back to the France's defeat to a coalition of German states in 1870. Chapter two explores the literary production of the Occupation subsequent to her defeat to Germany in 1940, which was to sow the seeds of a myth of a dignified nation united against a common enemy that was to blossom after the Liberation in the summer of 1944. Chapter three focuses on veiled dissenting voices during the war, but also after when those not supporting the aforementioned myth felt they could only contest it obliquely. Chapter four concentrates on the exceptional but long under-represented role played by women in the Resistance. Chapter five discusses a peculiar aspect of Resistance cinema: comedy -a genre neglected by writers, but hugely popular in the theatre (and later on television). Chapter six examines the renewed and recent interest in the Resistance manifested by French television, which has greatly contributed to the cultural production of the last two decades. Finally, this dissertation includes a comprehensive list of films, novels, poems, and graphic novels on the French Resistance from 1940 to present day.",,,
1295,"The Managed Crisis: Labor Relations and Management in California Agriculture, 1930--1980","From the Great Depression of the 1930s to the Great Recession of the 1970s, American agricultural policy institutionalized the notion of agricultural exceptionalism. First, California growers argued the ""managed crisis"" of the harvest required a flexible and unregulated labor market. Second, California agribusiness represented a middle ground between a yeoman farming tradition and an industrial business model. Many aspects of farming lay completely outside of the control of even the most capable farm operators, regardless of technologically advanced, industrial farming practices. Therefore, growers aggressively pursued business strategies in the hopes of regularizing production and marketing as means of minimizing the gamble of food production. At the same time, they adamantly resisted the decasualization of the farm labor market by either the state or organized farm workers. However, the commercialization of agriculture made growers more vulnerable to boycotts by the United Farm Workers Union, which forced them to deal with unionism during the late 1960s. Growers temporarily embraced collective bargaining legislation as a way of deradicalizing farm unionism and regaining control over their managerial prerogatives. Although it took twelve years for employers under the National Labor Relations Act to curb organized labor significantly, California agribusiness achieved a similar goal in a matter of months. By the 1980s, innovative agribusiness systems of production and human resource management were no longer exceptional. In fact, California agribusiness labor relations became a model for the managers of non-agricultural American industries.",,,
1296,Perspectives on Bulk Locality in Gauge/Gravity Duality,"In this thesis we consider the question of how local bulk physics emerges from the perspective of the boundary field theory in the supergravity limit of gauge/gravity duality. We take three different approaches to this problem, which in retrospect correspond to the different ways of thinking about quantum field theory in the bulk. In the S-matrix approach, we study crossing constraints on two-to-two scattering amplitudes, and provide evidence for the conjecture that a large N expansion and a hierarchy in the spectrum of operator dimension are sufficient conditions for a conformal theory to have a local bulk dual. In the path integral approach we attempt to connect the holographic and Wilsonian renormalization groups. An important role for multi-trace operators is discovered. Although locality remains unexplained, several parallels between holographic and Wilsonian renormalization are made and a physical picture of how the bulk dynamics might emerge from the perspective of the renormalization group is sketched. In the last part we consider the construction of the bulk field operators in terms of smeared boundary operators. Aside from extending the previous work on this construction in several directions, we formulate conditions for obtaining the field operators without already knowing the bulk dynamics and address some paradoxes related to a cat inside a black hole.",,,
1297,Signifying Nothing: How Fiction Represents,"There are many stories about Sherlock Holmes. Or are there? There never was such a person as Sherlock Holmes---that is part of what makes those stories fiction. On the other hand, of course the fictional character Holmes exists, because Arthur Conan Doyle created him. I explore three problems related to this. First, how are fictional objects created? John Searle, Gregory Currie, and a few other theorists sketch accounts in terms of fiction-makers' intentional actions or general propositions that are true in the relevant works. These fail for many kinds of fiction, because fictional objects need not be created intentionally, and need not correspond uniquely to such general propositions. A general account of creation must appeal to the function of fiction, namely to guide our imaginative activity. Kendall Walton uses that to sketch a better answer: works generate fictional objects by guiding us to imaginatively simulate de re mental representation. I develop this in terms of the psychology of mental simulation and de re representation, and argue it is superior to other accounts. Second, do such works that generate fictional objects also represent them? In general, do representations apparently about fictional objects really represent them? Surprisingly, some theorists accept fictional objects but deny they are represented in many cases. I reconstruct and criticize their arguments, concluding that they have not yet found an obstacle to such representation. Third, Peter Geach raises a puzzle: analyze the sentence 'Hob thinks a witch has blighted Bob's mare, and Nob wonders whether she (the same witch) killed Cob's sow' as true even if there are no witches. Dozens of philosophers and linguists see this as a problem in the semantics of anaphora. But based on careful exegesis, I argue that Geach misrepresents the puzzle: the sentence cannot be true if there is no relevant witch, and so the puzzle is to account for its seeming truth without witches. I thus reduce it to the problem of apparent representation of fictional (or mythical) objects. This rules out nearly every published response, but leaves open a few possible paths, which I sketch.",,,
1298,Light Extraction Enhancement of Bulk Nitride Light Emitting Diodes,"Semiconductor light emitting diodes (LEDs) are, as of the writing of this thesis, beginning to replace incandescent and fluorescent forms of space lighting. The technology that is driving this change in lighting has resulted from the development of gallium nitride (GaN) and its various related alloys. Critical to the development of this technology and its proceeding commercialization has been the discovery and improvement of methods for improving light extraction from the semiconductor materials. We demonstrate, characterize, and evaluate the utility of several methods of enhancing photon extraction from LEDs grown homoepitaxially by metal-organic chemical vapor deposition (MOCVD) on bulk GaN substrates of various crystal orientations. Furthermore, we assess the impact of phosphor deployment methods for achieving optimal light extraction in white lighting applications.",,,
1299,Polyelectrolyte Properties in Mono and Multi-Valent Ionic Media: Brushes and Complex Coacervates,"Materials composed of polyelectrolytes have unique and interesting physical properties resulting primarily from their charged monomer segments. Polyelectrolytes, which exist in many different biological and industrial forms, have also been shown to be highly responsive to external environmental changes. Here, two specific polyelectrolyte systems, brushes and complex coacervates, are discussed in regards to how their properties can be tailored by adjusting the surrounding ionic environment with mono and multi-valent ions. End-tethered polyelectrolyte brushes, which constitute an interesting and substantial portion of polyelectrolyte applications, are well known for their ability to provide excellent lubrication and low friction when coated onto surfaces (e.g. articular cartilage and medical devices), as well as for their ability to stabilize colloidal particles in solution (e.g. paint and cosmetic materials). These properties have been extensively studied with brushes in pure mono-valent ionic media. However, polyelectrolyte brush interactions with multi-valent ions in solution are much less understood, although highly relevant considering mono and multi-valent counterions are present in most applications. Even at very low concentrations of multi-valent ions in solution, dramatic polyelectrolyte brush physical property changes can occur, resulting in collapsed chains which also adhere to one another via multi-valent bridging. Here, the strong polyelectrolyte poly(sodium styrene sulfonate) was studied using the Surface Forces Apparatus (SFA) and electrochemistry in order to investigate brush height and intermolecular interactions between two brushes as a function of multi-valent counterion population inside a brush. Complex coacervates are formed when polyanions and polycations are mixed together in proper conditions of an aqueous solution. This mixing results in a phase separation of a polymer-rich, coacervate phase composed of a chain network held together via electrostatic interactions. Complex coacervates are highly regarded for their extremely low interfacial energy resulting in an ability to spread and adhere to surfaces under water, utilized by marine organisms (e.g. mussels and tubeworms), as well as many encapsulation applications (e.g. pigment encapsulation for carbon-less paper and electronic paper displays). Here, the interfacial energy of coacervates composed of oppositely charged polypeptides, poly(L-lysine) and poly(L-glutamic acid), was investigated using the SFA in regards to changes in bulk mono-valent salt concentrations.",,,
1300,"Rethinking Race, Recognition, and the Politics of Education After Judith Butler's ""Gender Trouble""","While Judith Butler's contributions to feminist thought and queer theory have been widely acknowledged, the significance of her thought for the field of political theory has yet to be fully explored. This dissertation explores how Butler's theories of gender performativity and subjectivation could contribute to current theoretical understandings of three important topics within political theory: race, recognition, and the politics of education. First, this dissertation elaborates a theory of race performativity. It contends that this account of race performativity expands Butler's own framework for analyzing how subjects are produced and differentiated from one another, and that this account also advances current theoretical understandings of race by conceptualizing race as an ongoing, reiterative process and drawing attention to the crucial role that linguistic practices play in the normative production of race. This dissertation then uses these performative understandings of gender and race, as well as the notion of the subject that underlies them, to resolve problems that are commonly associated with normative theories of recognition, particularly those that are grounded in multiculturalist understandings of difference. However, rather than simply revising existing theories of recognition, this dissertation develops a Butlerian approach to recognition and defends it against current theories of recognition such as those put forth by Charles Taylor and Nancy Fraser. Finally, to draw out the normative implications of this Butlerian approach, this dissertation considers how the goals and aims of this approach could be advanced through education. In doing so, it reveals many of the weaknesses that plague liberal multicultural approaches to difference in education and shows how these limitations might be overcome.",,,
1301,The Effects of Prenatal Stress and Adult Neural Stem Cell Ablation on Alcohol Consumption and Seeking-Behaviors,"Alcohol overconsumption is a widespread problem, and understanding both the underlying causes of this maladaptive behavior and the adverse impacts on the brain after alcohol use is therefore important to reducing societal costs. This dissertation reviews the evidence for a link between an early environmental disruption, prenatal stress (PNS), and changes in behavior towards drugs of abuse, including alcohol. Further, it reviews a facet of the PNS phenotype, reductions in the adult neural stem cell (NSC) population, which might contribute to this change, as well as the current evidence for the impact of alcohol on the adult neurogenic system. Given that NSCs are a converging biological target of both PNS and alcohol, it is hypothesized that these cells are a critical mediator of PNS-enhanced alcohol-seeking. Presented here are empirical studies which clarify the functional links between alcohol, prenatal stress, and the adult neurogenic system. The broad aims were to determine whether: 1) Alcohol impacts NSCs in the adult neurogenic system, 2) PNS increases alcohol consumption and seeking, 3) PNS decreases proliferation of NSCs in the adult neurogenic system, and 4) Ablation of the adult neurogenic system mimics the impact of PNS on alcohol seeking and consumption. These studies found that alcohol itself does reduce NSC proliferation and PNS does increase alcohol-seeking behaviors and reduce NSC proliferation, but that ablation of adult NSCs does not reproduce the increased alcohol-seeking component of the PNS phenotype. The results are discussed in terms of their implications for the overarching hypothesis of this dissertation, including a re-evaluation of the linkage between PNS-induced changes in NSCs and alcohol seeking, other mechanisms by which PNS might be changing the alcohol-seeking phenotype, and further implications for the study of alcohol's effects on neural systems.",,,
1302,Spin Engineering in Quantum Wells and Ferromagnetic Semiconductors,"Spin engineering in semiconductors offers the potential of hybrid devices combining the useful properties of semiconductors and magnetic materials. Contemporary electronics do not utilize the spin degree of freedom in electrons, instead operating completely on the accumulation and transport of its charge by taking advantage of the wide conductivity tuning possible in semiconductors. Magnetic memory devices are not tunable, but utilize remanent magnetization to store and read information. The utilization of spins in semiconductors is a proposed route towards low-power computing and quantum computing as well as improved on-chip storage and communications schemes collectively described as ""semiconductor spintronics."" However, semiconductor spintronic materials are presently under development and not commercially applicable at present. Here we describe two routes of spin engineering in GaAs through the growth of heterostructures and alloys by molecular beam epitaxy. An alloy of GaAs with manganese, Ga1-xMnxAs, displays carrier-mediated ferromagnetic behavior. Curie temperature measurements and models suggest the possibility of enhancing the Curie temperature above room temperature, but the material suffers from poor epitaxy and phase segregation at high Mn concentrations. We demonstrate improved epitaxy, almost doubling the magnetic ion incorporation limit, with a combinatorial technique utilizing the geometry of our MBE chamber, but the resulting Curie temperatures do not conform to extrapolated trends. Additionally, scanning tunneling spectroscopy shows critical behavior in our films and provides evidence that a mean-field theoretical treatment may not sufficiently describe GaMnAs. These experiments should lead to a better understanding of ferromagnetism in semiconductors. GaAs heterostructures have intrinsic interactions between spin and orbital angular momentum caused by bulk and structural inversion asymmetry. These interactions enable electrical manipulation of spin, but they also promote decoherence. We systematically engineer balanced bulk and structural asymmetry in GaAs quantum wells to induce a special spin-orbit effective magnetic field. We demonstrate an electron spin lifetime increase of two orders of magnitude for a special pattern of spin polarization. Our results indicate further enhancement is possible and this effect may be strong enough at room temperature for spintronic devices based on electron spin.",,,
